,duration_minutes,title,release_year,rating,description,show_id,added_month,added_month_name,added_year
2675,115,Charlie and the Chocolate Factory,2005,PG,The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,70021648,1,January,2020
2676,113,Chasing Amy,1997,R,"Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.",1151188,1,January,2020
2677,146,Chitty Chitty Bang Bang,1968,G,"Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children.",374651,1,January,2020
2678,96,Chloe,2009,R,"Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify.",70124183,1,January,2020
2679,130,City of God,2002,R,"Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography.",60026106,1,January,2020
2680,108,Click,2006,PG-13,Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,70041162,1,January,2020
2681,85,Cloverfield,2008,PG-13,A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,70082268,1,January,2020
2682,137,Coach Carter,2005,PG-13,Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.,70019004,1,January,2020
2683,115,Dinner for Schmucks,2010,PG-13,The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.,70128701,1,January,2020
2684,127,Donnie Brasco,1997,R,"When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.",1151721,1,January,2020
2685,103,Dragonheart,1996,PG-13,"In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.",60029363,1,January,2020
2686,97,Dragonheart 3: The Sorcerer,2015,PG-13,"When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer.",80032636,1,January,2020
2687,84,Dragonheart: A New Beginning,2000,PG,"This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.",60002003,1,January,2020
2688,96,Event Horizon,1997,R,"After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.",1179574,1,January,2020
2689,80,Fall Girls,2019,TV-14,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal.",81103093,1,January,2020
2690,98,Final Destination,2000,R,"After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated.",60000393,1,January,2020
2691,90,Final Destination 2,2003,R,"On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.",60026114,1,January,2020
2692,93,Final Destination 3,2006,R,"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death.",70042687,1,January,2020
2693,112,Free Willy,1993,PG,"Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit.",523650,1,January,2020
2694,97,Friday the 13th,2009,R,"A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick.",70104894,1,January,2020
2695,78,Garfield Gets Real,2007,TV-Y7,"After trying to live in the ""real world"" and concluding it isn't for him, Garfield must return to his comic-strip home before getting trapped forever.",70081015,1,January,2020
2696,79,Garfield's Fun Fest,2008,TV-Y7,"Garfield has long been the champ at a yearly competition for the funniest comic strip. But this time, Garfield must battle tall, handsome Ramone.",70100448,1,January,2020
2697,78,Garfield's Pet Force,2009,G,"When an alien menace and her army of undead minions threaten to enslave the world, Garfield heads a team of comic-strip superheroes to save the day.",70118155,1,January,2020
2698,110,Ghost Rider,2007,PG-13,"Stunt cyclist Johnny Blaze makes a bargain with the sinister Mephisto to save a loved one. Years later, Johnny gets the chance to reclaim his soul.",70044594,1,January,2020
2699,145,Ghost Stories,2020,TV-MA,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers.",81088083,1,January,2020
2700,139,Godzilla,1998,PG-13,A team of experts – including a biologist and two scientists – must stop an oversized lizard from destroying all of Manhattan.,11819467,1,January,2020
2701,116,Hairspray,2007,PG,"In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.",70065096,1,January,2020
2702,88,Harold & Kumar Go to White Castle,2004,R,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.,70000091,1,January,2020
2703,118,Hitch,2005,PG-13,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",70019506,1,January,2020
2704,97,Hunt to Kill,2010,R,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.,70150473,1,January,2020
2705,148,Inception,2010,PG-13,"In this mind-bending sci-fi thriller, a man runs an espionage business built around entering the subconscious of his targets to mold their thoughts.",70131314,1,January,2020
2706,122,Instructions Not Included,2013,PG-13,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot.",70284281,1,January,2020
2707,71,Jeff Dunham: Unhinged in Hollywood,2015,TV-MA,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.,81084305,1,January,2020
2708,83,Jimmy Neutron: Boy Genius,2001,G,"When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them.",60021788,1,January,2020
2709,123,Julie & Julia,2009,PG-13,"In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",70112732,1,January,2020
2710,118,Kate & Leopold,2001,PG-13,A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,60021790,1,January,2020
2711,111,Kill Bill: Vol. 1,2003,R,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.",60031236,1,January,2020
2712,137,Kill Bill: Vol. 2,2004,R,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.",60032563,1,January,2020
2713,114,Kingpin,1996,PG-13,"After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.",673843,1,January,2020
2714,116,Kiss the Girls,1997,R,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,1180086,1,January,2020
2715,109,La Bamba,1987,PG-13,"The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",281550,1,January,2020
2716,97,Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,"Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.",70125232,1,January,2020
2717,81,Luccas Neto in: Children's Day,2019,TV-Y7,"When Luccas Neto plans a big Children's Day celebration, an unexpected threat at school puts the party – and his friends – at risk.",81211681,1,January,2020
2718,189,Magnolia,1999,R,"Through chance, human action, past history and divine intervention, an eclectic cast of characters weaves and warps through each other's lives.",60000440,1,January,2020
2719,155,Mandi,1983,TV-MA,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad.",81217437,1,January,2020
2720,112,Mansfield Park,1999,PG-13,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.",60000480,1,January,2020
2721,101,Monster-in-Law,2005,PG-13,An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.,70021634,1,January,2020
2722,97,Moon,2009,R,"As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things.",70112500,1,January,2020
2723,102,My Girl,1991,PG-13,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,786137,1,January,2020
2724,91,New York Minute,2004,PG,"When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble.",60034568,1,January,2020
2725,119,Pan's Labyrinth,2006,R,Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.,70050507,1,January,2020
2726,86,Paranormal Activity,2007,R,"When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action.",70125581,1,January,2020
2727,117,Patriot Games,1992,R,CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.,846071,1,January,2020
2728,98,Pokémon the Movie: Power of Us,2018,TV-Y7,"Ash and Pikachu journey to Fula City for its Wind Festival. When disaster looms, they must work together with a group of misfits to save the day!",81085364,1,January,2020
2729,102,Posesif,2017,TV-14,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,81140307,1,January,2020
2730,97,Resident Evil: Afterlife,2010,R,"The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap.",70128695,1,January,2020
2731,88,Riot,2015,TV-MA,"Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life.",80095807,1,January,2020
2732,97,Road Trip: Beer Pong,2009,R,"When three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey.",70121008,1,January,2020
2733,88,Scary Movie,2000,R,"The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie.",60000870,1,January,2020
2734,90,Seal Team Six: The Raid on Osama Bin Laden,2012,TV-MA,"In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound.",70260512,1,January,2020
2735,83,Siren,2016,TV-MA,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.,80135276,1,January,2020
2736,107,Sliver,1993,R,"A divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored.",60035996,1,January,2020
2737,89,Snow Day,2000,PG,"When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.",60000409,1,January,2020
2738,95,Strictly Ballroom,1992,PG,"Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner.",60022396,1,January,2020
2739,85,Stuart Little,1999,PG,Mr. and Mrs. Little want to adopt a brother for their only child but get more than they bargained for when they take in a mouse with an attitude.,28631029,1,January,2020
2740,78,Stuart Little 2,2002,PG,"Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster.",60022058,1,January,2020
2741,116,Sweeney Todd: The Demon Barber of Fleet Street,2007,R,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London.",70077544,1,January,2020
2742,88,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PG,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants.",60023856,1,January,2020
2743,94,Teenage Mutant Ninja Turtles: The Movie,1990,PG,"After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it.",1029730,1,January,2020
2744,109,Terminator 3: Rise of the Machines,2003,R,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started.",60029154,1,January,2020
2745,115,Terminator Salvation,2009,PG-13,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots.",70103524,1,January,2020
2746,89,The Amityville Horror,2005,R,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons.",70021631,1,January,2020
2747,101,The Craft,1996,R,"At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents.",404067,1,January,2020
2748,112,The Crying Game,1992,R,"IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love.",70020296,1,January,2020
2749,104,The Dukes of Hazzard,2005,PG-13,"The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger.",70021652,1,January,2020
2750,95,The Dukes of Hazzard: The Beginning,2007,R,"The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series.",70061763,1,January,2020
2751,82,The Final Destination,2009,R,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.",70113006,1,January,2020
2752,99,The Invention of Lying,2009,PG-13,"In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.",70105370,1,January,2020
2753,201,The Lord of the Rings: The Return of the King,2003,PG-13,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.",60004484,1,January,2020
2754,179,The Lord of the Rings: The Two Towers,2002,PG-13,"Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin.",60004483,1,January,2020
2755,138,The Mask of Zorro,1998,PG-13,"An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",5670479,1,January,2020
2756,85,The Naked Gun 2 1/2: The Smell of Fear,1991,PG-13,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business.",60001808,1,January,2020
2757,85,The Naked Gun: From the Files of Police Squad!,1988,PG-13,"In this slapstick comedy classic, hapless cop Frank Drebin causes more problems than he solves while trying to stop a plot to kill Queen Elizabeth II.",60001807,1,January,2020
2758,138,The Natural,1984,PG,A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,793907,1,January,2020
2759,111,The Original Kings of Comedy,2000,R,"Director Spike Lee documents the last night of the hit comedy tour featuring comics Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac.",60001854,1,January,2020
2760,124,The Peacemaker,1997,R,"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.",20159719,1,January,2020
2761,116,The Ring,2002,PG-13,A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?,60024914,1,January,2020
2762,139,The Talented Mr. Ripley,1999,R,"A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.",60000209,1,January,2020
2763,96,Tremors,1990,PG-13,"After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",60033108,1,January,2020
2764,100,Tremors 2: Aftershocks,1995,PG-13,A rag-tag team of survivalists and scientists battle supersucking desert creatures that are worming their way through the oil fields of Mexico.,1064058,1,January,2020
2765,104,Tremors 3: Back to Perfection,2001,PG,"When a theme park's simulated giant worm attacks turn real, Burt Gummer and two young entrepreneurs team up to battle the flesh-eating graboids.",60021377,1,January,2020
2766,101,Tremors 4: The Legend Begins,2004,PG-13,"Residents of a abandoned mining town attempt to get to the bottom of a series of recent, mysterious deaths before their own fates are sealed.",60033107,1,January,2020
2767,99,Tremors 5:  Bloodline,2015,PG-13,"When he is hired to capture a deadly creature terrorizing South Africa, survivalist Burt Gummer brings along a new tech-savvy partner.",80066084,1,January,2020
2768,128,True Grit,1969,G,Teenage tomboy Mattie Ross enlists the help of crusty lawman Rooster Cogburn to track down the hired hand who murdered her father.,1067876,1,January,2020
2769,110,Up in the Air,2009,R,"Ryan Bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad Natalie.",70117902,1,January,2020
2770,130,What Lies Beneath,2000,PG-13,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.",60001396,1,January,2020
2771,106,Wild Wild West,1999,PG-13,"Armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic Western.",22007250,1,January,2020
2772,100,Willy Wonka & the Chocolate Factory,1971,G,Zany Willy Wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary.,60020949,1,January,2020
2773,191,Wyatt Earp,1994,PG-13,"Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral.",60011597,1,January,2020
2774,104,Yes Man,2008,PG-13,"After a bitter divorce, a bank drone falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year.",70100379,1,January,2020
2775,110,A Perfect Ending,2012,TV-MA,"After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl.",70209245,1,January,2019
2776,133,Across the Universe,2007,PG-13,"An American girl and a British lad fall in love amid the social and political upheaval of the 1960s, in this musical featuring songs by the Beatles.",70045863,1,January,2019
2777,143,Babel,2006,R,"When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries.",70045866,1,January,2019
2778,111,Back to the 90s,2015,TV-14,"When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage.",80999981,1,January,2019
2779,144,Black Hawk Down,2001,R,"When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties.",60022056,1,January,2019
2780,121,Chappie,2015,R,"In a futuristic society where a robot police force keeps crime at bay, a lone droid gains the power of artificial intelligence.",80016588,1,January,2019
2781,99,Christmas with the Kranks,2004,PG,When Luther Krank and his wife opt to skip Christmas – no tree and no rooftop Frosty – can they handle the fallout from their family and neighbors?,70011207,1,January,2019
2782,93,Daddy Day Care,2003,PG,"When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care.",60027689,1,January,2019
2783,100,Gone are the Days,2018,R,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right.",80239710,1,January,2019
2784,102,Hell or High Water,2016,R,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.",80108616,1,January,2019
2785,123,Indiana Jones and the Kingdom of the Crystal Skull,2008,PG-13,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.",70084799,1,January,2019
2786,127,Indiana Jones and the Last Crusade,1989,PG-13,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.",60010487,1,January,2019
2787,116,Indiana Jones and the Raiders of the Lost Ark,1981,PG,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",60011649,1,January,2019
2788,119,Indiana Jones and the Temple of Doom,1984,PG,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.",60010488,1,January,2019
2789,105,Jay and Silent Bob Strike Back,2001,R,"Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.",60004476,1,January,2019
2790,134,Jersey Boys,2014,R,"Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",70299748,1,January,2019
2791,90,Kevyn Aucoin: Beauty & the Beast in Me,2017,TV-MA,Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.,80214621,1,January,2019
2792,93,Krystal,2017,R,A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.,80245709,1,January,2019
2793,93,Last Night,2010,R,"During an evening apart, married couple Joanna and Michael encounter tempting opportunities to cheat on each other with sexy acquaintances.",70117299,1,January,2019
2794,108,"Lock, Stock and Two Smoking Barrels",1998,R,"Hoping to make a bundle in a high-stakes poker game, four shiftless lads from London's East End instead find themselves swimming in debt.",16944044,1,January,2019
2795,115,Merku Thodarchi Malai,2018,TV-MA,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption.",81045060,1,January,2019
2796,119,Mona Lisa Smile,2003,PG-13,"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo.",60031284,1,January,2019
2797,61,Moshe Kasher: Live in Oakland,2012,TV-MA,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.,70256512,1,January,2019
2798,109,Perfect Stranger,2007,R,Ro risks her life to discover the identity of a stranger lurking on the Internet who might hold the answers to her friend's murder.,70058019,1,January,2019
2799,97,Pokémon the Movie: I Choose You!,2017,TV-Y7,"When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh.",81046846,1,January,2019
2800,154,Pulp Fiction,1994,R,"This stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer.",880640,1,January,2019
2801,120,Puriyatha Puthir,2017,TV-MA,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.,81052279,1,January,2019
2802,148,Taramani,2017,TV-14,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations.",81052277,1,January,2019
2803,121,Tears of the Sun,2003,R,"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",60026139,1,January,2019
2804,95,The Boy in the Striped Pajamas,2008,PG-13,"When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner.",70101375,1,January,2019
2805,102,The Crow,1994,R,"One year after Eric Draven and his fiancée are murdered, Draven – watched over by a hypnotic crow – returns from the grave to exact revenge.",408911,1,January,2019
2806,87,The Pass,2016,NR,The lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.,80195885,1,January,2019
2807,114,Trash,2014,R,"Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right.",70307648,1,January,2019
2808,48,Whitney Cummings: Money Shot,2010,TV-MA,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics.",70174741,1,January,2019
2809,124,XXx,2002,PG-13,A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.,60023619,1,January,2019
2810,101,XXX: State of the Union,2005,PG-13,"In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government.",70023960,1,January,2019
2811,126,Aajcha Divas Majha,2013,TV-PG,A conscientious politician helps an elderly singer overcome the obstacles placed in his path a by a powerful bureaucracy.,80201623,1,January,2018
2812,133,Aata Pita,2010,TV-14,A municipal clerk with literary ambitions stalks a loan recovery officer on whom he has decided to base his story's central character.,80202086,1,January,2018
2813,90,AlphaGo,2017,TV-G,"Seemingly simple but deceptively complex, the game of ""Go"" serves as the backdrop for this battle between artificial intelligence and man.",80190844,1,January,2018
2814,91,Badha,2006,TV-14,A young woman who is suspected of practicing black magic and witchcraft is demonized and forced to live apart from her family.,80201626,1,January,2018
2815,104,Camp Cool Kids,2017,TV-G,"A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life.",80195653,1,January,2018
2816,105,Chittagong,2012,NR,"In the turbulent 1930s of British colonial India, a teenager joins a ragtag army of schoolboys determined to overthrow their foreign conquerors.",80084756,1,January,2018
2817,123,Devrai,2004,TV-PG,"After science student Shesh Shahi – a shy eccentric with a strange connection to nature – is examined by a team of mental hospital doctors, a gripping portrait of schizophrenia emerges.",70117122,1,January,2018
2818,89,Dries,2017,TV-PG,This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world.,80197427,1,January,2018
2819,87,Empire of Scents,2014,TV-14,This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences.,80192627,1,January,2018
2820,91,Eve's Apple,2017,TV-14,Interviews with global policymakers and girls in Gambia and Kenya detail the horrors of female genital mutilation and the growing efforts to end it.,80202713,1,January,2018
2821,102,Fandry,2014,NR,"Spunky, lower-caste lad Jabya falls for lovely, upper-caste Shalu. But his family's derided social position proves a stubborn stumbling block to love.",80084454,1,January,2018
2822,106,Functional Fitness,2016,TV-MA,"This documentary explores the challenging, transformative world of high-intensity fitness programs through the eyes of the people who've embraced them.",80196217,1,January,2018
2823,102,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),2016,TV-MA,"Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.",80208908,1,January,2018
2824,91,Happy Hunting,2017,TV-MA,"On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest.",80167491,1,January,2018
2825,87,Heartthrob,2017,TV-MA,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",80206907,1,January,2018
2826,103,Hridaynath,2012,TV-14,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.,80202905,1,January,2018
2827,193,Hum Aapke Hain Koun,1994,NR,"Although Nisha falls for Prem, she agrees to marry his older brother for the good of their families. But fate may have other plans for the lovebirds.",60035870,1,January,2018
2828,176,Hum Saath-Saath Hain,1999,TV-G,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan.",80074065,1,January,2018
2829,124,Ideachi Kalpana,2010,TV-14,"After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner.",80201809,1,January,2018
2830,135,Jora 10 Numbaria,2017,TV-MA,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster.",80228146,1,January,2018
2831,106,Justin Bieber: Never Say Never,2011,G,"Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",70169918,1,January,2018
2832,133,Kay Dyache Bola,2005,TV-14,"Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case.",80201810,1,January,2018
2833,107,Maacher Jhol,2017,TV-PG,"On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.",80221637,1,January,2018
2834,78,Maddman: The Steve Madden Story,2017,TV-MA,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,80197301,1,January,2018
2835,192,Maine Pyar Kiya,1989,TV-PG,"When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives.",19207412,1,January,2018
2836,55,Martin Luther: The Idea that Changed the World,2017,TV-PG,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses.""",80217436,1,January,2018
2837,132,Maza Pati Karodpati,1988,TV-PG,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.,80201618,1,January,2018
2838,148,Mi Shivajiraje Bhosale Boltoy,2009,TV-14,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king.",70128225,1,January,2018
2839,46,Monster High: Escape from Skull Shores,2012,TV-Y7,"A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast.",80020131,1,January,2018
2840,46,Monster High: Friday Night Frights,2013,TV-Y7,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury.",70286028,1,January,2018
